Timestamp,Race/Ethnicity:,Class year: ,Do you identify as a low-income student? ,Are you a first-generation college student? ,Do you identify as LGBTQIA+?,Gender identity:,Will you be in Pacific Standard Time (PST) during the Spring 2021 semester?,How concerned are you about your academic success  this semester?,Additional comments about your academic success?,"Overall, how did you feel about the pace of your classes last semester? ","Overall, how did you feel about workload in your classes last semester?",What do you anticipate will be an academic challenge for you this semester? Select all that apply.,Additional comments about challenges you will face this semester? ,How helpful were the following supports to you last semester?  [Accessible office hours],How helpful were the following supports to you last semester?  [Addressing current events],How helpful were the following supports to you last semester?  [Flexibility with deadlines],How helpful were the following supports to you last semester?  [Flexibility and choice with exams/assessments],How helpful were the following supports to you last semester?  [Lower workload],How helpful were the following supports to you last semester?  [Opportunities to provide feedback to professors],How helpful were the following supports to you last semester?  [Peer-led study sessions],How helpful were the following supports to you last semester?  [Regular check-ins with professors dedicated to mental health/well-being],How helpful were the following supports to you last semester?  [Regular feedback from professors],How helpful were the following supports to you last semester?  [Resources provided on syllabi],How helpful were the following supports to you last semester?  [Transparency from professors],Additional comments about what worked and what didn't last semester? ,Which of the following would be most helpful to you this semester? (Select all that apply),"Any other comments, concerns, or questions that you would like DEB to share with faculty? (anonymously) "
1/12/2021 15:59:19,Hispanic or Latinx,2022,Yes,Yes,No,Female/woman,No,5,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Communicating my difficulties with professors, Extra home/family responsibilities, Heavy workload, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health",,Helpful,Not helpful,Not helpful,Not helpful,Not helpful,Not applicable,Not applicable,Not applicable,Not helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/12/2021 16:21:13,Asian,2021,Yes,Yes,No,Female/woman,Yes,5,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns",,Helpful,Not applicable,Very helpful,Very helpful,Very helpful,Very helpful,Not helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Transparency from professors",
1/12/2021 16:24:16,White,2021,No,No,Yes,Gender queer/gender non-conforming,Yes,2,,3,Manageable—I completed almost all work on time,"Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of support with assignments from faculty or peers, Professors who are not flexible or accommodating",,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Not helpful,Not helpful,Helpful,Helpful,"Very helpful, Helpful",,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Transparency from professors",
1/12/2021 16:25:45,White,2022,No,No,Yes,Female/woman,Yes,2,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Poor mental health, Social isolation",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for slower pace in classes, Self Care sessions",
1/12/2021 16:45:51,Asian,2023,No,No,Yes,Female/woman,Yes,4,,2,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Difficulty accessing or affording course materials, Distracting work environment, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Social isolation",,Helpful,Helpful,Helpful,Not helpful,Not helpful,Not helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors",
1/12/2021 17:13:26,"Hispanic or Latinx, White",2021,No,No,No,Male/man,Yes,5,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Technological difficulties",,Helpful,Not helpful,Very helpful,Very helpful,Very helpful,Helpful,Not helpful,Not applicable,Very helpful,Not helpful,Not applicable,"""Transparency from professors"" doesn't mean anything if the administration doesn't tell them anything in the first place. My professors, coach, and an Emmons therapist would routinely ask if students had gotten any updates from the school.","Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",At least try to make it look like you care about us
1/12/2021 17:15:54,Asian,2023,No,No,Prefer not to say,Female/woman,Yes,3,"I'm concerned on my capacity to stay engaged and motivated during the upcoming semester, as well as anxious about feeling connected to the college--staff and the students alike.",3,Manageable—I completed almost all work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Fast pace, Heavy workload, Poor mental health, Social isolation",,Very helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Not applicable,Not helpful,Helpful,Not helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/12/2021 17:20:03,"Asian, White",2024,Yes,No,No,Female/woman,No,3,,3,Manageable—I completed almost all work on time,"Extra home/family responsibilities, Fast pace, Heavy workload",,Helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Not helpful,Not helpful,Helpful,Helpful,Helpful,,Advocating for flexibility with deadlines,
1/12/2021 17:26:01,"Asian, Hispanic or Latinx",2021,No,Yes,No,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Lack of feedback from professors, Poor mental health",Completing comps virtually has been difficult ,Very helpful,Helpful,Very helpful,Helpful,Helpful,Not helpful,Not applicable,"Not helpful, Not applicable","Helpful, Not applicable",Not helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments",
1/12/2021 17:38:38,Asian,2024,No,No,No,Female/woman,No,4,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Difficulty accessing or affording course materials, Distracting work environment, Extra home/family responsibilities, Fast pace, Health and safety concerns, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",,Helpful,Helpful,Helpful,Helpful,Not applicable,Not applicable,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/12/2021 17:41:05,"Hispanic or Latinx, White",2023,Yes,No,No,Female/woman,Yes,4,,5,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Lack of feedback from professors, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Helpful,Not helpful,Very helpful,Very helpful,Not applicable,Helpful,Not applicable,Not applicable,Helpful,Not helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Self Care sessions, Transparency from professors",
1/12/2021 17:47:28,Hispanic or Latinx,2021,Yes,Yes,Yes,Female/woman,No,4,"Remote learning will always be a difficult learning environment. Oxy was structured to have in-person courses. While I agree that remote learning is necessary and have adapted as best as I can, it is difficult to maintain high academic performance during a biological and political crisis.  ",4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties, Unhealthy or unstable living environment",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
